,"(1, 0.0)","(1, 0.25)","(1, 0.5)","(1, 0.75)","(1, 1.0)"
qp097k,0,0,0,0,0
qp097m,0,0,0,0,0
qp097n,0,0,0,0,0
qp097p,0,0,0,0,0
qp097q,0,0,0,0,0
qp097r,0,0,0,0,0
qp097s,0,0,0,0,0
qp097t,0,0,0,0,0
qp097u,0,0,0,0,0
qp097v,0,0,0,0,0
qp097w,0,0,0,0,0
qp097x,0,0,0,0,0
qp097y,0,0,0,0,0
qp097z,0,0,0,0,0
qp0980,0,0,0,0,0
qp0981,0,0,0,0,0
qp0982,0,0,0,0,0
qp0983,0,0,0,0,0
qp0984,0,0,0,0,0
qp0985,0,0,0,0,0
qp0986,0,0,0,0,0
qp0987,0,0,0,0,0
qp0988,0,0,0,0,0
qp0989,0,0,0,0,0
qp098b,0,0,0,0,0
qp098c,0,0,0,0,0
qp098d,0,0,0,0,0
qp098e,0,0,0,0,0
qp098f,0,0,0,0,0
qp098g,0,0,0,0,0
qp098h,0,0,0,0,0
qp098j,0,0,0,0,0
qp098k,0,0,0,0,0
qp098m,0,0,0,0,0
qp098n,0,0,0,0,0
qp098p,0,0,0,0,0
qp098q,0,0,0,0,0
qp098r,0,0,0,0,0
qp098u,0,0,0,0,0
qp098v,0,0,0,0,0
qp0990,0,0,0,0,0
qp0991,0,0,0,0,0
qp0992,0,0,0,0,0
qp0993,0,0,0,0,0
qp0994,0,0,0,0,0
qp0995,0,0,0,0,0
qp0996,0,0,0,0,0
qp0997,0,0,0,1,0
qp0998,0,0,0,0,0
qp0999,0,0,0,0,0
qp099b,0,0,0,0,0
qp099c,0,0,0,0,0
qp099d,0,0,0,0,0
qp099e,0,0,0,0,0
qp099f,0,0,0,0,0
qp099g,0,0,0,0,0
qp099h,0,0,0,0,0
qp099j,0,0,0,0,0
qp099k,0,0,0,0,0
qp099m,0,0,0,0,0
qp099n,0,0,0,0,0
qp099p,0,0,0,0,0
qp099q,0,0,0,0,0
qp099r,0,0,0,0,0
qp099s,0,0,0,0,0
qp099t,0,0,0,0,0
qp099u,0,0,0,0,0
qp099v,0,0,0,0,0
qp099w,0,0,0,0,0
qp099x,0,0,0,0,0
qp099y,0,0,0,0,0
qp099z,0,0,0,0,0
qp09b0,0,0,0,0,0
qp09b1,0,0,0,0,0
qp09b2,0,0,0,0,0
qp09b3,0,0,0,0,0
qp09b4,0,0,0,0,0
qp09b5,0,0,0,0,0
qp09b6,0,0,0,0,0
qp09b7,0,0,0,0,0
qp09bd,0,0,0,0,0
qp09be,0,0,0,0,0
qp09bh,0,0,0,0,0
qp09bj,0,0,0,0,0
qp09bk,0,0,0,0,0
qp09bm,0,0,0,0,0
qp09bn,0,0,0,0,0
qp09bp,0,0,0,0,0
qp09bq,0,0,0,0,0
qp09br,0,0,0,0,0
qp09bt,0,0,0,0,0
qp09bv,0,0,0,0,0
qp09bw,0,0,0,0,0
qp09bx,0,0,0,0,0
qp09by,0,0,0,0,0
qp09bz,0,0,0,0,0
qp09c2,0,0,0,0,0
qp09c6,0,0,0,0,0
qp09c7,0,0,0,0,0
qp09c8,0,0,0,0,0
qp09c9,0,0,0,0,0
qp09cb,0,0,0,0,0
qp09cc,0,0,0,0,0
qp09cd,0,0,0,0,0
qp09ce,0,0,0,0,0
qp09cf,0,0,0,0,0
qp09cg,0,0,0,0,0
qp09ch,0,0,0,0,0
qp09cj,0,0,0,0,0
qp09ck,0,0,0,0,0
qp09cm,0,0,0,0,0
qp09cn,0,0,0,0,0
qp09cp,0,0,0,0,0
qp09cq,0,0,0,0,0
qp09cr,0,0,0,0,0
qp09cs,0,0,1,0,0
qp09ct,0,0,0,0,0
qp09cu,0,0,0,0,0
qp09cv,0,0,0,0,0
qp09cw,0,0,0,0,0
qp09cx,0,0,0,0,0
qp09cy,0,0,0,0,0
qp09cz,0,0,0,0,0
qp09d0,0,0,0,0,0
qp09d1,0,0,0,0,0
qp09d2,0,0,0,0,0
qp09d3,0,0,0,0,0
qp09d4,0,0,0,0,0
qp09d5,0,0,0,0,0
qp09d6,0,0,0,0,0
qp09d7,0,0,0,0,0
qp09d8,0,0,0,0,0
qp09d9,0,0,0,0,0
qp09db,0,0,0,0,0
qp09dc,0,0,0,0,0
qp09dd,0,0,0,0,0
qp09de,0,0,0,0,0
qp09df,0,0,0,0,0
qp09dg,0,0,0,0,0
qp09dh,0,0,0,0,0
qp09dj,0,0,0,0,0
qp09dk,0,0,0,0,0
qp09dm,0,0,0,0,0
qp09dn,0,0,0,0,0
qp09dp,0,0,0,0,0
qp09dq,0,0,0,0,0
qp09dr,0,0,0,0,0
qp09ds,0,0,0,0,0
qp09dt,0,0,0,0,0
qp09du,0,0,0,0,0
qp09dv,0,0,0,0,0
qp09dw,0,0,0,0,0
qp09dx,0,0,0,0,0
qp09dy,0,0,0,0,0
qp09dz,0,0,0,0,0
qp09e0,0,0,0,0,0
qp09e1,0,0,0,0,0
qp09e2,0,0,0,0,0
qp09e3,0,0,0,0,0
qp09e4,0,0,0,0,0
qp09e5,0,0,0,0,0
qp09e6,0,0,0,0,0
qp09e7,0,0,0,0,0
qp09e8,0,0,0,0,0
qp09e9,0,0,0,0,0
qp09eb,0,0,0,0,0
qp09ec,0,0,0,0,0
qp09ed,0,0,0,0,0
qp09ee,0,0,0,0,0
qp09ef,0,0,0,0,0
qp09eg,0,0,0,0,0
qp09eh,0,0,0,0,0
qp09ej,0,0,0,0,0
qp09ek,0,0,0,0,0
qp09em,0,0,0,0,0
qp09en,0,0,0,0,0
qp09ep,0,0,0,0,0
qp09eq,0,0,0,0,0
qp09er,0,0,0,0,0
qp09es,0,0,0,0,0
qp09et,0,0,0,0,0
qp09eu,0,0,0,0,0
qp09ev,0,0,0,0,0
qp09ew,0,0,0,0,0
qp09ex,0,0,0,0,0
qp09ey,0,0,0,0,0
qp09ez,0,0,0,0,0
qp09f0,0,0,0,0,0
qp09f1,0,0,0,0,0
qp09f2,0,0,0,0,0
qp09f3,0,0,0,0,0
qp09f4,0,0,0,0,0
qp09f5,0,0,0,0,0
qp09f6,0,0,0,0,0
qp09f7,0,0,0,0,0
qp09f8,0,0,0,0,0
qp09f9,0,0,0,0,0
qp09fb,0,0,0,0,0
qp09fc,0,0,0,0,0
qp09fd,0,0,0,0,0
qp09fe,0,0,0,0,0
qp09ff,0,0,0,0,0
qp09fg,0,0,0,0,0
qp09fh,0,0,0,0,0
qp09fj,0,0,0,0,0
qp09fk,0,0,0,0,0
qp09fm,0,0,0,0,0
qp09fq,0,0,0,0,0
qp09fr,0,0,0,0,0
qp09fs,0,0,0,0,0
qp09ft,0,0,0,0,0
qp09fu,0,0,0,0,0
qp09fv,0,0,0,0,0
qp09fw,0,0,0,0,0
qp09fx,0,0,0,0,0
qp09fy,0,0,0,0,0
qp09fz,0,0,0,0,0
qp09g0,0,0,0,0,0
qp09g1,0,0,0,0,0
qp09g2,0,0,0,0,0
qp09g3,0,0,0,0,0
qp09g4,0,0,0,0,0
qp09g5,0,0,0,0,0
qp09g6,0,0,0,0,0
qp09g7,0,0,0,0,0
qp09g8,0,0,0,0,0
qp09g9,0,0,0,0,0
qp09gb,0,0,0,0,0
qp09gc,0,0,0,0,0
qp09gd,0,0,0,0,0
qp09ge,0,0,0,0,0
qp09gf,0,0,0,0,0
qp09gg,0,0,0,0,0
qp09gh,0,0,0,0,0
qp09gj,0,0,0,0,0
qp09gk,0,0,0,0,0
qp09gm,0,0,0,0,0
qp09gn,0,0,0,0,0
qp09gp,0,0,0,0,0
qp09gq,0,0,0,0,0
qp09gr,0,0,0,0,0
qp09gs,0,0,0,0,0
qp09gt,0,0,0,0,0
qp09gu,0,0,0,0,0
qp09gv,0,0,0,0,0
qp09gw,0,0,0,0,0
qp09gx,0,0,0,0,0
qp09gy,0,0,0,0,0
qp09gz,0,0,0,0,0
qp09h0,0,0,0,0,0
qp09h1,0,0,0,0,0
qp09h3,0,0,0,0,0
qp09h4,0,0,0,0,0
qp09h5,0,0,0,0,0
qp09h6,0,0,0,0,0
qp09h7,0,0,0,0,0
qp09he,0,0,0,0,0
qp09hh,0,0,0,0,0
qp09hj,0,0,0,0,0
qp09hk,0,0,0,0,0
qp09hm,0,0,0,0,0
qp09hn,0,0,0,0,0
qp09hp,0,0,0,0,0
qp09hq,0,0,0,0,0
qp09hr,0,0,0,0,0
qp09hs,0,0,0,0,0
qp09ht,0,0,0,0,0
qp09hv,0,0,0,0,0
qp09hw,0,0,0,0,0
qp09hx,0,0,0,0,0
qp09hy,0,0,0,0,0
qp09hz,0,0,0,0,0
qp09j5,0,0,0,0,0
qp09j7,0,0,0,0,0
qp09j9,0,0,0,0,0
qp09jb,0,0,0,0,0
qp09jc,0,0,0,0,0
qp09jd,0,0,0,0,0
qp09je,0,0,0,0,0
qp09jf,0,0,0,0,0
qp09jg,0,0,0,0,0
qp09jj,0,0,0,0,0
qp09jk,0,0,0,0,0
qp09jm,0,0,0,0,0
qp09jn,0,0,0,0,0
qp09jp,0,0,0,0,0
qp09jq,0,0,0,0,0
qp09jr,0,0,0,0,0
qp09js,0,0,0,0,0
qp09jt,0,0,0,0,0
qp09ju,0,0,0,0,0
qp09jv,0,0,0,0,0
qp09jw,0,0,0,0,0
qp09jx,0,0,0,0,0
qp09jy,0,0,0,0,0
qp09jz,0,0,0,0,0
qp09k0,0,0,0,0,0
qp09k1,0,0,0,0,0
qp09k2,0,0,0,0,0
qp09k3,0,0,0,0,0
qp09k4,0,0,0,0,0
qp09k5,0,0,0,0,0
qp09k6,0,0,0,0,0
qp09k7,0,0,0,0,0
qp09k8,0,0,0,0,0
qp09k9,0,0,0,0,0
qp09kb,0,0,0,0,0
qp09kc,0,0,0,0,0
qp09kd,0,0,0,0,0
qp09ke,0,0,0,0,0
qp09kf,0,0,0,0,0
qp09kg,0,0,0,0,0
qp09kj,0,0,0,0,0
qp09km,0,0,0,0,0
qp09kn,0,0,0,0,0
qp09kq,0,0,0,0,0
qp09kr,0,0,0,0,0
qp09ks,0,0,0,0,0
qp09kt,0,0,0,0,0
qp09ku,0,0,0,0,0
qp09kv,0,0,0,0,0
qp09kw,0,0,0,0,0
qp09kx,0,0,0,0,0
qp09ky,0,0,0,0,0
qp09kz,0,0,0,0,0
qp09m0,0,0,0,0,0
qp09m1,0,0,0,0,0
qp09m2,0,0,0,0,0
qp09m3,0,0,0,0,0
qp09m6,0,0,0,0,0
qp09m7,0,0,0,0,0
qp09m8,0,0,0,0,0
qp09m9,0,0,0,0,0
qp09mb,0,0,0,0,0
qp09mc,0,0,0,0,0
qp09md,0,0,0,0,0
qp09me,0,0,0,0,0
qp09mf,0,0,0,0,0
qp09mj,0,0,0,0,0
qp09mm,0,0,0,0,0
qp09mn,0,0,0,0,0
qp09mp,0,0,0,0,0
qp09mq,0,0,0,0,0
qp09mr,0,0,0,0,0
qp09ms,0,0,0,0,0
qp09mt,0,0,0,0,0
qp09mu,0,0,0,0,0
qp09mv,0,0,0,0,0
qp09mw,0,0,0,0,0
qp09mx,0,0,0,0,0
qp09my,0,0,0,0,0
qp09mz,0,0,0,0,0
qp09n0,0,0,0,0,0
qp09n1,0,0,0,0,0
qp09n4,0,0,0,0,0
qp09n5,0,0,0,0,0
qp09nj,0,0,0,0,0
qp09np,0,0,0,0,0
qp09q0,0,0,0,0,0
qp09q1,0,0,0,0,0
qp09q4,0,0,0,0,0
qp09q5,0,0,0,0,0
qp09qh,0,0,0,0,0
qp09qj,0,0,0,0,0
qp09qn,0,0,0,0,0
qp09qp,0,0,0,0,0
qp09s0,0,0,0,0,0
qp09s1,0,0,0,0,0
qp09s2,0,0,0,0,0
qp09s3,0,0,0,0,0
qp09s4,0,0,0,0,0
qp09s5,0,0,0,0,0
qp09s6,0,0,0,0,0
qp09s7,0,0,0,0,0
qp09s8,0,0,0,0,0
qp09s9,0,0,0,0,0
qp09sb,0,0,0,0,0
qp09sc,0,0,0,0,0
qp09sd,0,0,0,0,0
qp09se,0,0,0,0,0
qp09sf,0,0,0,0,0
qp09sg,0,0,0,0,0
qp09sh,0,0,0,0,0
qp09sj,0,0,0,0,0
qp09sk,0,0,0,0,0
qp09sm,0,0,0,0,0
qp09sn,0,0,0,0,0
qp09sp,0,0,0,0,0
qp09sq,0,0,0,0,0
qp09sr,0,0,0,0,0
qp09ss,0,0,0,0,0
qp09st,0,0,0,0,0
qp09su,0,0,0,0,0
qp09sv,0,0,0,0,0
qp09sw,0,0,0,0,0
qp09sx,0,0,0,0,0
qp09sy,0,0,0,0,0
qp09sz,0,0,0,0,0
qp09t0,0,0,0,0,0
qp09t1,0,0,0,0,0
qp09t2,0,0,0,0,0
qp09t3,0,0,0,0,0
qp09t4,0,0,0,0,0
qp09t5,0,0,0,0,0
qp09t7,0,0,0,0,0
qp09t8,0,0,0,0,0
qp09t9,0,0,0,0,0
qp09tb,0,0,0,0,0
qp09te,0,0,0,0,0
qp09tg,0,0,0,0,0
qp09th,0,0,0,0,0
qp09tj,0,0,0,0,0
qp09tk,0,0,0,0,0
qp09tm,0,0,0,0,0
qp09tn,0,0,0,0,0
qp09tp,0,0,0,0,0
qp09tq,0,0,0,0,0
qp09tr,0,0,0,0,0
qp09ts,0,0,0,0,0
qp09tt,0,0,0,0,0
qp09tu,0,0,0,0,0
qp09tv,0,0,0,0,0
qp09tw,0,0,0,0,0
qp09tx,0,0,0,0,0
qp09ty,0,0,0,0,0
qp09u0,0,0,0,0,0
qp09u1,0,0,0,0,0
qp09u2,0,0,0,0,0
qp09u3,0,0,0,0,0
qp09u4,0,0,0,0,0
qp09u5,0,0,0,0,0
qp09u6,0,0,0,0,0
qp09u7,0,0,0,0,0
qp09u8,0,0,0,0,0
qp09u9,0,0,0,0,0
qp09ub,0,0,0,0,0
qp09uc,0,0,0,0,0
qp09ud,0,0,0,0,0
qp09ue,0,0,0,0,0
qp09uf,0,0,0,0,0
qp09ug,0,0,0,0,0
qp09uh,0,0,0,0,0
qp09uj,0,0,0,0,0
qp09uk,0,0,0,0,0
qp09um,0,0,0,0,0
qp09un,0,0,0,0,0
qp09up,0,0,0,0,0
qp09uq,0,0,0,0,0
qp09ur,0,0,0,0,0
qp09us,0,0,0,0,0
qp09ut,0,0,0,0,0
qp09uu,0,0,0,0,0
qp09uv,0,0,0,0,0
qp09uw,0,0,0,0,0
qp09ux,0,0,0,0,0
qp09uy,0,0,0,0,0
qp09uz,0,0,0,0,0
qp09v0,0,0,0,0,0
qp09v1,0,0,0,0,0
qp09v2,0,0,0,0,0
qp09v3,0,0,0,0,0
qp09v4,0,0,0,0,0
qp09v5,0,0,0,0,0
qp09v6,0,0,0,0,0
qp09v7,0,0,0,0,0
qp09v8,0,0,0,0,0
qp09v9,0,0,0,0,0
qp09vb,0,0,0,0,0
qp09vc,0,0,0,0,0
qp09vd,0,0,0,0,0
qp09ve,0,0,0,0,0
qp09vf,0,0,0,0,0
qp09vg,0,0,0,0,0
qp09vh,0,0,0,0,0
qp09vj,0,0,0,0,0
qp09vk,0,0,0,0,0
qp09vm,0,0,0,0,0
qp09vn,0,0,0,0,0
qp09vp,0,0,0,0,0
qp09vq,0,0,0,0,0
qp09vr,0,0,0,0,0
qp09vs,0,0,0,0,0
qp09vt,0,0,0,0,0
qp09vu,0,0,0,0,0
qp09vv,0,0,0,0,0
qp09vw,0,0,0,0,0
qp09vx,0,0,0,0,0
qp09vy,0,0,0,0,0
qp09vz,0,0,0,0,0
qp09w0,0,0,0,0,0
qp09w1,0,0,0,0,0
qp09w4,0,0,0,0,0
qp09w5,0,0,0,0,0
qp09wh,0,0,0,0,0
qp09wn,0,0,0,0,0
qp09wp,0,0,0,0,0
qp09y0,0,0,0,0,0
qp09y1,0,0,0,0,0
qp09y4,0,0,0,0,0
qp09y5,0,0,0,0,0
qp09yh,0,0,0,0,0
qp09yj,0,0,0,0,0
qp09yn,0,0,0,0,0
qp09yp,0,0,0,0,0
qp0d00,0,0,0,0,0
qp0d01,0,0,0,0,0
qp0d02,0,0,0,0,0
qp0d03,0,0,0,0,0
qp0d04,0,0,0,0,0
qp0d05,0,0,0,0,0
qp0d06,0,0,0,0,0
qp0d07,0,0,0,0,0
qp0d08,0,0,0,0,0
qp0d0b,0,0,0,0,0
qp0d0c,0,0,0,0,0
qp0d0f,0,0,0,0,0
qp0d0g,0,0,0,0,0
qp0d0h,0,0,0,0,0
qp0d0j,0,0,0,0,0
qp0d0k,0,0,0,0,0
qp0d0m,0,0,0,0,0
qp0d0n,0,0,0,0,0
qp0d0q,0,0,0,0,0
qp0d0s,0,0,0,0,0
qp0d0t,0,0,0,0,0
qp0d0u,0,0,0,0,0
qp0d0v,0,0,0,0,0
qp0d0w,0,0,0,0,0
qp0d0y,0,0,0,0,0
qp0d10,0,0,0,0,0
qp0d11,0,0,0,0,0
qp0d12,0,0,0,0,0
qp0d13,0,0,0,0,0
qp0d14,0,0,0,0,0
qp0d15,0,0,0,0,0
qp0d16,0,0,0,0,0
qp0d17,0,0,0,0,0
qp0d18,0,0,0,0,0
qp0d19,0,0,0,0,0
qp0d1b,0,0,0,0,0
qp0d1c,0,0,0,0,0
qp0d1d,0,0,0,0,0
qp0d1e,0,0,0,0,0
qp0d1f,0,0,0,0,0
qp0d1g,0,0,0,0,0
qp0d1h,0,0,0,0,0
qp0d1j,0,0,0,0,0
qp0d1k,0,0,0,0,0
qp0d1m,0,0,0,0,0
qp0d1n,0,0,0,0,0
qp0d1q,0,0,0,0,0
qp0d1s,0,0,0,0,0
qp0d1t,0,0,0,0,0
qp0d1u,0,0,0,0,0
qp0d1v,0,0,0,0,0
qp0d1w,0,0,0,0,0
qp0d1y,0,0,0,0,0
qp0d42,0,0,0,0,0
qp0d43,0,0,0,0,0
qp0d44,0,0,0,0,0
qp0d45,0,0,0,0,0
qp0d48,0,0,0,0,0
qp0d49,0,0,0,0,0
qp0d4b,0,0,0,0,0
qp0d4c,0,0,0,0,0
qp0d4d,0,0,0,0,0
qp0d4e,0,0,0,0,0
qp0d4f,0,0,0,0,0
qp0d4g,0,0,0,0,0
qp0d4h,0,0,0,0,0
qp0d4j,0,0,0,0,0
qp0d4m,0,0,0,0,0
qp0d4n,0,0,0,0,0
qp0d4q,0,0,0,0,0
qp0d4s,0,0,0,0,0
qp0d4t,0,0,0,0,0
qp0d4u,0,0,0,0,0
qp0d4v,0,0,0,0,0
qp0d4w,0,0,0,0,0
qp0d4y,0,0,0,0,0
qp0d50,0,0,0,0,0
qp0d51,0,0,0,0,0
qp0d52,0,0,0,0,0
qp0d53,0,0,0,0,0
qp0d54,0,0,0,0,0
qp0d55,0,0,0,0,0
qp0d56,0,0,0,0,0
qp0d57,0,0,0,0,0
qp0d58,0,0,0,0,0
qp0d59,0,0,0,0,0
qp0d5b,0,0,0,0,0
qp0d5c,0,0,0,0,0
qp0d5d,0,0,0,0,0
qp0d5e,0,0,0,0,0
qp0d5f,0,0,0,0,0
qp0d5g,0,0,0,0,0
qp0d5h,0,0,0,0,0
qp0d5j,0,0,0,0,0
qp0d5k,0,0,0,0,0
qp0d5m,0,0,0,0,0
qp0d5n,0,0,0,0,0
qp0d5q,0,0,0,0,0
qp0d5s,0,0,0,0,0
qp0d5t,0,0,0,0,0
qp0d5u,0,0,0,0,0
qp0dh0,0,0,0,0,0
qp0dh1,0,0,0,0,0
qp0dh2,0,0,0,0,0
qp0dh3,0,0,0,0,0
qp0dh4,0,0,0,0,0
qp0dh5,0,0,0,0,0
qp0dh6,0,0,0,0,0
qp0dh7,0,0,0,0,0
qp0dh8,0,0,0,0,0
qp0dh9,0,0,0,0,0
qp0dhb,0,0,0,0,0
qp0dhc,0,0,0,0,0
qp0dhd,0,0,0,0,0
qp0dhe,0,0,0,0,0
qp0dhf,0,0,0,0,0
qp0dhg,0,0,0,0,0
qp0dhh,0,0,0,0,0
qp0dhj,0,0,0,0,0
qp0dhk,0,0,0,0,0
qp0dhm,0,0,0,0,0
qp0dhq,0,0,0,0,0
qp0dhs,0,0,0,0,0
qp0dht,0,0,0,0,0
qp0dhu,0,0,0,0,0
qp0dhv,0,0,0,0,0
qp0dhw,0,0,0,0,0
qp0dhy,0,0,0,0,0
qp0dj0,0,0,0,0,0
qp0dj1,0,0,0,0,0
qp0dj2,0,0,0,0,0
qp0dj3,0,0,0,0,0
qp0dj4,0,0,0,0,0
qp0dj5,0,0,0,0,0
qp0dj6,0,0,0,0,0
qp0dj7,0,0,0,0,0
qp0dj8,0,0,0,0,0
qp0dj9,0,0,0,0,0
qp0djb,0,0,0,0,0
qp0djc,0,0,0,0,0
qp0djd,0,0,0,0,0
qp0dje,0,0,0,0,0
qp0djf,0,0,0,0,0
qp0djg,0,0,0,0,0
qp0djh,0,0,0,0,0
qp0djj,0,0,0,0,0
qp0djk,0,0,0,0,0
qp0djm,0,0,0,0,0
qp0djn,0,0,0,0,0
qp0djq,0,0,0,0,0
qp0djs,0,0,0,0,0
qp0djt,1,0,0,0,0
qp0dju,0,0,0,0,0
qp0djv,0,0,0,0,0
qp0djw,0,0,0,0,0
qp0djy,0,0,0,0,0
qp0dn0,0,0,0,0,0
qp0dn1,0,0,0,0,0
qp0dn4,0,0,0,0,0
qp0dn5,0,0,0,0,0
qp0dnh,0,0,0,0,0
qp0dnj,0,0,0,0,0
qp0dnn,0,0,0,0,0
